,id,pid,ms_subclass,ms_zoning,lot_frontage,lot_area,street,alley,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,pool_qc,fence,misc_feature,misc_val,mo_sold,yr_sold,sale_type,saleprice,frontage_pct,total_porch_sf,total_sf,has_pool,has_garage,has_basement,has_porch,Artery,Feedr,PosA,PosN,RRAe,RRAn,RRNe,RRNn,AsphShn,Brk Cmn,BrkComm,BrkFace,CBlock,CemntBd,CmentBd,HdBoard,ImStucc,MetalSd,Plywood,Stone,Stucco,VinylSd,Wd Sdng,Wd Shng,WdShing,bsmt_sf_ALQ,bsmt_sf_BLQ,bsmt_sf_GLQ,bsmt_sf_LwQ,bsmt_sf_NA,bsmt_sf_Rec,bsmt_sf_Unf,total_bath
1634,1132,531363060,20,RL,63.0,7500,Pave,NA,3,Lvl,AllPub,Inside,2,SawyerW,1Fam,1Story,7,5,2004,2005,Gable,CompShg,BrkFace,120.0,3,3,PConc,4.0,3.0,1.0,400.0,1080.0,GasA,5,Y,SBrkr,1080,0,0,1080,1.0,0.0,1,0,3,1,4,6,8,0,0,NA,0.0,0.0,0.0,0.0,0,0,2,0,0,0,0,0,0,0,0,NA,0,4,2008,WD ,141000,0.007287277783886368,0,2160.0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,680.0,0.0,0.0,0.0,0.0,1.0
1652,77,531451280,60,RL,70.0,11218,Pave,NA,3,Lvl,AllPub,Inside,2,SawyerW,1Fam,2Story,6,5,1992,1992,Gable,CompShg,None,0.0,4,3,PConc,4.0,3.0,1.0,1055.0,1055.0,GasA,5,Y,SBrkr,1055,790,0,1845,0.0,0.0,2,1,3,1,4,8,8,1,3,Attchd,1992.0,2.0,2.0,462.0,3,3,2,635,104,0,0,0,0,0,4,Shed,400,5,2010,WD ,189000,0.007287277783886368,739,3639.0,0,1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5
1662,1134,531373060,60,RL,67.0,12774,Pave,NA,3,Lvl,AllPub,FR2,2,SawyerW,1Fam,2Story,7,5,2003,2004,Gable,CompShg,BrkFace,95.0,4,3,PConc,4.0,3.0,3.0,835.0,835.0,GasA,5,Y,SBrkr,835,828,0,1663,0.0,0.0,2,1,3,1,4,8,8,0,0,Attchd,2003.0,2.0,2.0,478.0,3,3,2,168,68,0,0,0,0,0,0,NA,0,7,2008,WD ,192500,0.007287277783886368,236,2734.0,0,1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5
1668,75,531380080,60,RL,64.71102672091095,8880,Pave,NA,2,Lvl,AllPub,Inside,2,SawyerW,1Fam,2Story,7,5,1994,2002,Gable,CompShg,None,0.0,4,3,PConc,4.0,3.0,1.0,253.0,948.0,GasA,5,Y,SBrkr,1222,888,0,2110,1.0,0.0,2,1,3,1,4,8,8,2,2,Attchd,1994.0,2.0,2.0,463.0,3,3,2,0,130,0,0,0,0,0,0,NA,0,5,2010,WD ,205000,0.007287277783886368,130,3188.0,0,1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,695.0,0.0,0.0,0.0,0.0,2.5
1680,1138,531376010,60,RL,65.0,8366,Pave,NA,2,Lvl,AllPub,Inside,2,SawyerW,1Fam,2Story,6,5,2004,2004,Gable,CompShg,None,0.0,4,3,PConc,4.0,3.0,1.0,798.0,798.0,GasA,5,Y,SBrkr,798,842,0,1640,0.0,0.0,2,1,3,1,4,6,8,0,0,Attchd,2004.0,2.0,2.0,520.0,3,3,2,138,45,0,0,0,0,0,0,NA,0,12,2008,WD ,173000,0.007287277783886368,183,2621.0,0,1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5
1721,1429,906424010,80,RL,83.46847973663446,11454,Pave,NA,1,Lvl,AllPub,Corner,2,SawyerW,1Fam,SLvl,8,5,1995,1995,Gable,CompShg,BrkFace,302.0,4,3,PConc,4.0,3.0,4.0,631.0,1401.0,GasA,5,Y,SBrkr,1511,0,0,1511,1.0,0.0,2,0,3,1,4,6,8,1,2,Attchd,1995.0,0.0,3.0,811.0,3,3,2,168,42,0,0,0,0,0,0,NA,0,2,2008,WD ,225000,0.007287277783886368,210,3122.0,0,1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,770.0,0.0,0.0,0.0,0.0,2.0
1731,78,531452020,120,RL,55.0,7892,Pave,NA,3,Lvl,AllPub,Inside,2,SawyerW,TwnhsE,1Story,6,5,1979,1979,Gable,CompShg,None,0.0,3,3,CBlock,4.0,3.0,1.0,918.0,918.0,GasA,3,Y,SBrkr,918,0,0,918,0.0,0.0,2,0,2,1,3,5,8,1,3,Attchd,1979.0,1.0,1.0,264.0,3,3,2,28,0,0,0,0,0,0,0,NA,0,4,2010,WD ,99500,0.007287277783886368,28,1864.0,0,1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1748,73,531367050,60,RL,76.0,10142,Pave,NA,2,Lvl,AllPub,Inside,2,SawyerW,1Fam,2Story,7,5,2004,2004,Gable,CompShg,None,0.0,4,3,PConc,4.0,3.0,1.0,300.0,956.0,GasA,5,Y,SBrkr,956,1128,0,2084,1.0,0.0,2,1,4,1,4,8,8,0,0,BuiltIn,2004.0,2.0,2.0,618.0,3,3,2,0,45,0,0,0,0,0,0,NA,0,1,2010,WD ,233000,0.007287277783886368,45,3085.0,0,1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,656.0,0.0,0.0,0.0,0.0,2.5
1769,549,531452070,120,RL,50.0,7175,Pave,NA,3,Lvl,AllPub,Inside,2,SawyerW,TwnhsE,1Story,6,5,1990,1991,Gable,CompShg,None,0.0,4,3,PConc,4.0,3.0,1.0,1332.0,1332.0,GasA,4,Y,SBrkr,1332,0,0,1332,0.0,0.0,2,0,2,1,4,5,8,0,0,Attchd,1990.0,2.0,2.0,542.0,3,3,2,0,60,0,0,0,0,0,0,NA,0,2,2009,WD ,145000,0.007287277783886368,60,2724.0,0,1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,1,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1778,801,906201050,80,RL,66.0,19255,Pave,NA,2,Lvl,AllPub,Inside,2,SawyerW,1Fam,SLvl,6,5,1983,1983,Gable,CompShg,BrkFace,100.0,4,3,CBlock,4.0,3.0,3.0,0.0,520.0,GasA,4,Y,SBrkr,1338,0,0,1338,0.0,0.0,1,1,2,1,4,5,6,1,1,Attchd,1983.0,1.0,2.0,576.0,3,3,2,0,0,0,0,0,0,0,0,Shed,600,9,2009,WD ,156500,0.007287277783886368,0,1858.0,0,1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,450.0,0.0,0.0,70.0,0.0,1.5
1802,537,531369010,60,RL,96.0,10628,Pave,NA,2,Lvl,AllPub,Corner,2,SawyerW,1Fam,2Story,7,5,2004,2004,Gable,CompShg,None,0.0,4,3,PConc,4.0,3.0,4.0,835.0,835.0,GasA,5,Y,SBrkr,871,941,0,1812,0.0,0.0,2,1,3,1,4,8,8,0,0,BuiltIn,2004.0,2.0,2.0,478.0,3,3,2,146,91,0,0,0,0,0,0,NA,0,1,2009,WD ,193000,0.007287277783886368,237,2884.0,0,1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5
1810,547,531450120,60,RL,70.0,7703,Pave,NA,3,Lvl,AllPub,Inside,2,SawyerW,1Fam,2Story,6,6,1992,1992,Gable,CompShg,None,0.0,4,4,PConc,4.0,4.0,1.0,400.0,816.0,GasA,5,Y,SBrkr,833,897,0,1730,0.0,0.0,2,1,3,1,4,6,8,0,0,Attchd,1992.0,2.0,2.0,528.0,3,3,2,0,91,0,0,168,0,0,0,NA,0,11,2009,WD ,171500,0.007287277783886368,259,2805.0,0,1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,364.0,0.0,2.5
1812,2748,906204180,60,RL,88.0,12128,Pave,NA,2,Bnk,AllPub,Inside,2,SawyerW,1Fam,2Story,6,4,1989,1989,Gable,CompShg,BrkFace,232.0,4,3,CBlock,4.0,3.0,1.0,319.0,868.0,GasA,5,Y,SBrkr,1313,1246,0,2559,0.0,0.0,2,1,4,1,5,9,8,1,3,Attchd,1989.0,2.0,2.0,506.0,3,3,2,0,245,0,0,168,0,0,3,NA,0,11,2006,WD ,209000,0.007287277783886368,413,3840.0,0,1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,2,0,0,0,0,0,0,0,0.0,0.0,549.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5
1816,2114,906402070,60,RL,104.67445808774379,14364,Pave,NA,2,Low,AllPub,Inside,1,SawyerW,1Fam,2Story,7,5,1988,1989,Gable,CompShg,BrkFace,128.0,4,3,CBlock,4.0,3.0,4.0,92.0,1157.0,GasA,5,Y,SBrkr,1180,882,0,2062,1.0,0.0,2,1,3,1,3,7,8,1,4,Attchd,1988.0,0.0,2.0,454.0,3,3,2,60,55,0,0,154,0,0,0,NA,0,4,2007,WD ,277000,0.007287277783886368,269,3488.0,0,1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,2,0,0,0,0,0.0,0.0,0.0,0.0,1065.0,0.0,0.0,0.0,0.0,2.5
1821,2472,531367010,20,RL,91.0,11024,Pave,NA,2,Lvl,AllPub,Corner,2,SawyerW,1Fam,1Story,7,5,2005,2006,Gable,CompShg,BrkFace,118.0,4,3,PConc,4.0,3.0,3.0,1400.0,1400.0,GasA,5,Y,SBrkr,1400,0,0,1400,0.0,0.0,2,0,3,1,4,6,8,0,0,Attchd,2005.0,2.0,2.0,612.0,3,3,2,144,55,0,0,0,0,0,0,NA,0,10,2006,New,186800,0.007287277783886368,199,2999.0,0,1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1830,1816,531451150,160,RL,50.0,8012,Pave,NA,3,Lvl,AllPub,Inside,2,SawyerW,TwnhsE,2Story,6,5,1980,1980,Gable,CompShg,None,0.0,3,3,CBlock,3.0,3.0,1.0,630.0,630.0,GasA,5,Y,SBrkr,630,636,0,1266,0.0,0.0,1,1,2,1,3,5,8,2,3,Attchd,1980.0,2.0,1.0,283.0,3,3,2,340,0,0,0,0,0,0,3,NA,0,7,2007,WD ,128000,0.007287277783886368,340,2236.0,0,1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5
1889,810,906226090,90,RL,64.0,7018,Pave,NA,3,Lvl,AllPub,Inside,2,SawyerW,Duplex,2Story,5,5,1979,1979,Gable,CompShg,None,0.0,3,3,Slab,0.0,0.0,0.0,0.0,0.0,GasA,3,Y,SBrkr,1114,1114,0,2228,0.0,0.0,2,0,6,2,3,8,8,0,0,Detchd,1979.0,1.0,2.0,720.0,3,3,2,73,0,0,0,0,0,0,0,NA,0,6,2009,WD ,147983,0.007287277783886368,73,2301.0,0,1,0,1,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1890,548,531452010,160,RL,75.0,10762,Pave,NA,3,Lvl,AllPub,Corner,2,SawyerW,TwnhsE,2Story,6,6,1980,1980,Gable,CompShg,None,0.0,3,3,CBlock,4.0,3.0,1.0,626.0,626.0,GasA,3,Y,SBrkr,626,591,0,1217,0.0,0.0,1,1,3,1,3,6,8,1,3,Attchd,1980.0,2.0,1.0,288.0,3,3,2,0,28,0,0,0,0,0,0,NA,0,4,2009,WD ,120000,0.007287277783886368,28,1871.0,0,1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5
1912,2481,531452080,120,RL,50.0,7175,Pave,NA,3,Lvl,AllPub,Inside,2,SawyerW,TwnhsE,1Story,6,5,1990,1991,Gable,CompShg,None,0.0,4,3,PConc,4.0,3.0,1.0,494.0,1398.0,GasA,4,Y,SBrkr,1398,0,0,1398,1.0,0.0,2,0,2,1,4,5,8,0,0,Attchd,1990.0,2.0,2.0,542.0,3,3,2,0,46,0,0,0,0,0,3,NA,0,7,2006,WD ,172000,0.007287277783886368,46,2842.0,0,1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,2,0,0,0,0,0.0,0.0,0.0,0.0,904.0,0.0,0.0,0.0,0.0,2.0
1940,1809,531375140,20,RL,60.0,12450,Pave,NA,3,Lvl,AllPub,Inside,2,SawyerW,1Fam,1Story,5,5,2003,2004,Gable,CompShg,BrkFace,126.0,4,3,PConc,4.0,3.0,1.0,365.0,1094.0,GasA,5,Y,SBrkr,1094,0,0,1094,1.0,0.0,1,0,3,1,4,6,8,0,0,Detchd,2004.0,1.0,2.0,576.0,3,3,2,0,0,0,0,0,0,0,0,NA,0,5,2007,WD ,149000,0.007287277783886368,0,2188.0,0,1,1,0,0,0,0,0,1,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,729.0,0.0,0.0,0.0,0.0,1.0
1947,833,906402060,80,RL,93.27715563374551,12800,Pave,NA,3,Low,AllPub,Inside,1,SawyerW,1Fam,SLvl,7,5,1989,1989,Gable,CompShg,BrkFace,145.0,4,3,PConc,4.0,3.0,4.0,0.0,1518.0,GasA,4,Y,SBrkr,1644,0,0,1644,1.0,1.0,2,0,2,1,4,5,8,1,3,Attchd,1989.0,0.0,2.0,569.0,3,3,2,80,0,0,0,396,0,0,0,NA,0,8,2009,WD ,275000,0.007287277783886368,476,3638.0,0,1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,1518.0,0.0,0.0,0.0,0.0,2.0
2001,1422,906223140,60,RL,103.26801347545373,14171,Pave,NA,1,Lvl,AllPub,CulDSac,2,SawyerW,1Fam,2Story,7,5,1993,1994,Gable,CompShg,None,0.0,4,3,PConc,4.0,3.0,1.0,457.0,812.0,GasA,5,Y,SBrkr,1101,1099,0,2200,0.0,0.0,2,1,4,1,4,9,8,1,3,Attchd,1993.0,2.0,2.0,453.0,3,3,2,168,98,0,0,0,0,0,0,NA,0,12,2008,WD ,225000,0.007287277783886368,266,3278.0,0,1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,355.0,0.0,0.0,0.0,0.0,2.5
2044,1140,531382090,60,RL,65.0,8453,Pave,NA,2,Lvl,AllPub,Inside,2,SawyerW,1Fam,2Story,6,5,1995,1995,Gable,CompShg,BrkFace,38.0,4,3,PConc,4.0,3.0,1.0,392.0,754.0,GasA,5,Y,SBrkr,754,855,0,1609,0.0,0.0,2,1,3,1,4,6,8,0,0,Attchd,1995.0,2.0,2.0,525.0,3,3,2,0,70,0,0,0,0,0,0,NA,0,4,2008,WD ,182000,0.007287277783886368,70,2433.0,0,1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,362.0,0.0,0.0,0.0,0.0,2.5
2,153,535304180,20,RL,68.0,7922,Pave,NA,3,Lvl,AllPub,Inside,2,NAmes,1Fam,1Story,5,7,1953,2007,Gable,CompShg,None,0.0,3,4,CBlock,3.0,3.0,1.0,326.0,1057.0,GasA,3,Y,SBrkr,1057,0,0,1057,1.0,0.0,1,0,3,1,4,5,8,0,0,Detchd,1953.0,1.0,1.0,246.0,3,3,2,0,52,0,0,0,0,0,0,NA,0,1,2010,WD ,109000,0.00799424164049653,52,2166.0,0,1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,731.0,0.0,0.0,0.0,0.0,1.0
5,138,535126040,20,RL,137.0,16492,Pave,NA,2,Lvl,AllPub,Corner,2,NAmes,1Fam,1Story,6,6,1966,2002,Gable,CompShg,None,0.0,4,3,CBlock,3.0,3.0,1.0,557.0,1517.0,GasA,5,Y,SBrkr,1888,0,0,1888,0.0,0.0,2,1,2,1,4,6,5,1,4,Attchd,1966.0,0.0,2.0,578.0,3,3,2,0,0,0,0,0,0,0,0,NA,0,6,2010,WD ,190000,0.00799424164049653,0,3405.0,0,1,1,0,0,0,1,0,0,0,0.0,0,0,0.0,0.0,1,0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,247.0,0.0,0.0,0.0,0.0,713.0,0.0,2.5
7,145,535154050,20,RL,97.2099783484378,12160,Pave,NA,2,Lvl,AllPub,Inside,2,NAmes,1Fam,1Story,5,5,1959,1959,Hip,CompShg,BrkFace,180.0,3,3,CBlock,3.0,3.0,1.0,188.0,1188.0,GasA,2,Y,SBrkr,1188,0,0,1188,1.0,0.0,1,0,3,1,3,6,8,0,0,Attchd,1959.0,2.0,2.0,531.0,3,3,2,0,0,0,0,0,0,0,3,NA,0,5,2010,COD,142000,0.00799424164049653,0,2376.0,0,1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,1.0
9,1956,535426130,60,RL,70.0,11606,Pave,NA,2,HLS,AllPub,Inside,0,NAmes,1Fam,2Story,5,5,1969,1969,Gable,CompShg,BrkFace,192.0,3,3,PConc,4.0,3.0,3.0,390.0,1040.0,GasA,3,Y,SBrkr,1040,1040,0,2080,0.0,1.0,1,2,5,1,2,9,8,2,3,Attchd,1969.0,1.0,2.0,504.0,3,3,2,335,0,0,0,0,0,0,0,NA,0,9,2007,WD ,135000,0.00799424164049653,335,3455.0,0,1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,650.0,0.0,2.0
25,624,535104120,20,RL,92.0,10573,Pave,NA,2,Lvl,AllPub,Corner,2,NAmes,1Fam,1Story,6,6,1961,1961,Hip,CompShg,BrkFace,3.0,3,3,CBlock,3.0,3.0,1.0,141.0,1453.0,GasA,5,Y,SBrkr,1453,0,0,1453,1.0,0.0,2,0,3,1,3,6,8,1,3,Attchd,1961.0,2.0,2.0,530.0,3,3,2,0,49,0,0,288,0,0,4,NA,0,4,2009,WD ,187500,0.00799424164049653,337,3243.0,0,1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1312.0,0.0,2.0
29,1957,535450190,50,RL,60.0,8064,Pave,NA,3,Lvl,AllPub,Corner,2,NAmes,1Fam,1.5Fin,5,7,1949,2006,Gable,CompShg,None,0.0,3,4,CBlock,3.0,3.0,2.0,672.0,672.0,GasA,5,Y,SBrkr,672,252,0,924,0.0,0.0,1,0,3,1,3,6,8,1,1,Detchd,2003.0,1.0,2.0,576.0,3,3,2,0,0,0,0,0,0,0,3,Shed,2000,7,2007,WD ,122900,0.00799424164049653,0,1596.0,0,1,1,0,1,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
33,1933,535302070,20,RL,60.0,10950,Pave,NA,3,Lvl,AllPub,Inside,2,NAmes,1Fam,1Story,6,6,1952,1952,Hip,CompShg,None,0.0,3,3,CBlock,3.0,3.0,1.0,507.0,948.0,GasA,3,Y,SBrkr,948,0,0,948,0.0,0.0,1,0,2,1,3,5,8,0,0,Detchd,1952.0,1.0,2.0,410.0,3,3,0,0,48,0,0,0,0,0,0,NA,0,4,2007,WD ,125000,0.00799424164049653,48,1944.0,0,1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,441.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
35,675,535426150,20,RL,80.0,9000,Pave,NA,2,HLS,AllPub,Inside,1,NAmes,1Fam,1Story,6,6,1958,1958,Flat,Tar&Grv,BrkFace,82.0,3,3,CBlock,4.0,3.0,4.0,160.0,160.0,GasA,2,Y,SBrkr,1142,0,0,1142,0.0,0.0,1,0,2,1,3,5,8,1,4,Basment,1958.0,2.0,1.0,384.0,3,3,2,0,28,64,0,0,0,0,0,NA,0,4,2009,WD ,113500,0.00799424164049653,92,1394.0,0,1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
48,132,534475100,20,RL,80.0,9920,Pave,NA,3,Lvl,AllPub,Inside,2,NAmes,1Fam,1Story,5,5,1954,1954,Gable,CompShg,Stone,110.0,3,3,CBlock,3.0,3.0,1.0,412.0,1056.0,GasA,3,Y,SBrkr,1063,0,0,1063,1.0,0.0,1,0,3,1,3,6,8,0,0,Attchd,1954.0,2.0,1.0,280.0,3,3,2,0,0,164,0,0,0,0,3,NA,0,2,2010,WD ,128000,0.00799424164049653,164,2283.0,0,1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,290.0,0.0,354.0,0.0,1.0
54,2586,535305120,20,RL,75.0,10170,Pave,NA,3,Lvl,AllPub,Corner,2,NAmes,1Fam,1Story,6,6,1951,1951,Hip,CompShg,BrkFace,522.0,3,3,CBlock,3.0,3.0,1.0,216.0,216.0,GasA,3,Y,SBrkr,1575,0,0,1575,0.0,0.0,1,1,2,1,4,5,8,1,4,Attchd,1951.0,1.0,2.0,400.0,3,3,2,0,0,0,0,0,0,0,0,NA,0,6,2006,WD ,155000,0.00799424164049653,0,1791.0,0,1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5
57,2565,534479300,20,RL,82.0,9888,Pave,NA,3,Lvl,AllPub,Inside,2,NAmes,1Fam,1Story,5,6,1954,1975,Gable,CompShg,None,0.0,3,4,CBlock,3.0,3.0,1.0,450.0,936.0,GasA,3,Y,FuseA,936,0,0,936,0.0,0.0,1,0,2,1,3,5,8,0,0,Attchd,1954.0,1.0,1.0,240.0,3,3,2,0,0,160,0,0,0,0,3,NA,0,3,2006,WD ,121000,0.00799424164049653,160,2032.0,0,1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,486.0,0.0,0.0,0.0,0.0,0.0,1.0
58,1934,535304170,20,RL,68.0,7942,Pave,NA,3,Lvl,AllPub,Inside,2,NAmes,1Fam,1Story,6,7,1953,1953,Hip,CompShg,None,0.0,3,3,CBlock,3.0,3.0,1.0,0.0,1040.0,GasA,3,Y,FuseF,1040,0,0,1040,0.0,1.0,1,0,3,1,3,6,8,0,0,Attchd,1953.0,0.0,1.0,293.0,3,3,2,0,0,0,0,0,0,0,3,NA,0,6,2007,WD ,136000,0.00799424164049653,0,2080.0,0,1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,955.0,0.0,0.0,0.0,0.0,85.0,0.0,1.0
64,638,535178120,20,RL,70.0,8750,Pave,NA,3,Lvl,AllPub,Inside,2,NAmes,1Fam,1Story,5,5,1955,1955,Gable,CompShg,None,0.0,3,3,CBlock,3.0,3.0,1.0,727.0,1382.0,GasA,4,Y,FuseA,1382,0,0,1382,0.0,1.0,1,0,3,1,4,6,8,0,0,Attchd,1955.0,1.0,1.0,350.0,3,3,2,280,0,0,0,0,0,0,2,NA,0,7,2009,WD ,153000,0.00799424164049653,280,3044.0,0,1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,483.0,0.0,172.0,0.0,1.0
72,2613,535403150,20,RL,79.0,8910,Pave,NA,3,Lvl,AllPub,Corner,2,NAmes,1Fam,1Story,6,6,1959,1959,Hip,CompShg,None,0.0,3,3,CBlock,3.0,3.0,2.0,0.0,655.0,GasA,5,Y,SBrkr,1194,0,0,1194,0.0,1.0,1,0,3,1,3,6,8,1,2,BuiltIn,1954.0,0.0,2.0,539.0,3,3,2,0,0,192,0,0,0,0,0,NA,0,7,2006,WD ,159500,0.00799424164049653,192,2041.0,0,1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,2,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,655.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
